"Scientific_Name";"Duration";"Active_Growth_Period";"Foliage_Color";"pH_Min";"pH_Max";"Precip_Min";"Precip_Max";"Shade_Tolerance";"Temp_Min_F"
"Conyza";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Conyza canadensis";"Annual, Biennial";"Spring, Summer, Fall";"Green";4,8;7,2;14;55;"Intolerant";52
"Conyza canadensis var. canadensis";"Annual, Biennial";NA;NA;NA;NA;NA;NA;NA;NA
"Conyza canadensis var. pusilla";"Annual, Biennial";NA;NA;NA;NA;NA;NA;NA;NA
"Coptis";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coptis trifolia";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Corallorhiza";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corallorhiza maculata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Corallorhiza maculata var. maculata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Corallorhiza odontorhiza";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Corallorhiza odontorhiza var. odontorhiza";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Corallorhiza trifida";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Corallorhiza wisteriana";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Coreopsis";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coreopsis grandiflora";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Coreopsis grandiflora var. harveyana";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Coreopsis lanceolata";"Perennial";"Spring and Summer";"Green";6;7;30;60;"Intolerant";-8
"Coreopsis rosea";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Coreopsis tinctoria";"Annual, Biennial, Perennial";"Spring and Summer";"Green";5,2;7,8;20;55;"Intermediate";52
"Coreopsis tinctoria var. tinctoria";"Annual, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Coreopsis tripteris";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Coreopsis verticillata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Coriandrum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coriandrum sativum";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Cornus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Cornus alternifolia";"Perennial";"Spring and Summer";"Dark Green";4,8;7,3;24;70;"Tolerant";-47
"Cornus amomum";"Perennial";"Spring and Summer";"Green";5;7;36;60;"Intermediate";-38
"Cornus canadensis";"Perennial";"Spring and Summer";"Dark Green";5,5;6,9;32;50;"Tolerant";-28
"Cornus florida";"Perennial";"Spring and Summer";"Green";4,8;7,7;28;80;"Tolerant";-28
"Cornus foemina";"Perennial";"Spring and Summer";"Green";5,8;7,2;36;60;"Intermediate";-3
"Cornus obliqua";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cornus racemosa";"Perennial";"Spring and Summer";"Green";4,8;7,4;24;60;"Tolerant";-47
"Cornus rugosa";"Perennial";"Spring and Summer";"Green";6,4;7,8;18;45;"Tolerant";-28
"Cornus sericea";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cornus sericea ssp. sericea";"Perennial";"Spring and Summer";"Green";4,8;7,5;18;60;"Intolerant";-38
"Coronopus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Coronopus didymus";"Annual, Biennial";NA;NA;NA;NA;NA;NA;NA;NA
"Corrigiola";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corrigiola litoralis";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Corydalis";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corydalis aurea";"Annual, Biennial";NA;NA;NA;NA;NA;NA;NA;NA
"Corydalis flavula";"Annual";"Spring";"White-Gray";4,8;6,8;32;55;"Intermediate";-18
"Corydalis sempervirens";"Annual, Biennial, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Corylus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Corylus americana";"Perennial";"Spring and Summer";"Green";5;7;32;60;"Intermediate";-33
"Corylus cornuta";"Perennial";"Spring and Summer";"Green";4,8;7,5;20;80;"Tolerant";-47
"Corylus cornuta var. cornuta";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cosmos";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Cosmos parviflorus";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Cosmos sulphureus";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Cotinus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Cotinus coggygria";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Crassula";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Crassula aquatica";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Crataegus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Crataegus calpodendron";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Crataegus chrysocarpa";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Crataegus chrysocarpa var. chrysocarpa";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Crataegus crus-galli";"Perennial";"Spring and Summer";"Green";4,5;7,2;24;60;"Intolerant";-33
"Crataegus dissona";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Crataegus dodgei";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Crataegus flabellata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Crataegus flava";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Crataegus intricata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Crataegus iracunda";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Crataegus macrosperma";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Crataegus margarettiae";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Crataegus mollis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Crataegus pedicellata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Crataegus pennsylvanica";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Crataegus phaenopyrum";"Perennial";"Spring and Summer";"Green";4,3;7;32;60;"Intolerant";-33
"Crataegus pruinosa";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Crataegus punctata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Crataegus schuettei";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Crataegus uniflora";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Crataegus viridis";"Perennial";"Spring and Summer";"Yellow-Green";4,3;7,3;36;60;"Intolerant";-24
"Crataegus viridis var. viridis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Crepis";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Crepis capillaris";"Annual, Biennial";NA;NA;NA;NA;NA;NA;NA;NA
"Crepis nicaeensis";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Crepis pulchra";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Crepis tectorum";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Crotalaria";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Crotalaria pumila";"Annual, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Crotalaria rotundifolia";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Crotalaria sagittalis";"Annual, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Croton";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Croton bonplandianus";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Croton capitatus";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Croton capitatus var. capitatus";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Croton glandulosus";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Croton glandulosus var. septentrionalis";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Croton michauxii";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Croton michauxii var. ellipticus";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Croton michauxii var. michauxii";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Croton monanthogynus";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Cruciata";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Cruciata pedemontana";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Cryptotaenia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Cryptotaenia canadensis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Ctenolepis";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ctenolepis cerasiformis";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Cunila";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Cunila origanoides";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cuphea";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Cuphea viscosissima";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Cuscuta";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Cuscuta compacta";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cuscuta compacta var. compacta";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cuscuta coryli";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cuscuta epilinum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cuscuta epithymum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cuscuta gronovii";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cuscuta gronovii var. gronovii";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cuscuta indecora";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cuscuta indecora var. neuropetala";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cuscuta pentagona";"Annual, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cuscuta pentagona var. pentagona";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cuscuta polygonorum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cuscuta rostrata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cuscuta suaveolens";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cycloloma";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Cycloloma atriplicifolium";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Cyclospermum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Cyclospermum leptophyllum";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Cydonia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Cydonia oblonga";"Perennial";"Summer";"Green";5;6,5;24;60;"Intolerant";-23
"Cymbalaria";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Cymbalaria muralis";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Cymophora";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Cymophora accedens";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Cymophyllus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Cymophyllus fraserianus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cynanchum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Cynanchum laeve";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cynanchum louiseae";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cynodon";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Cynodon dactylon";"Perennial";"Spring, Summer, Fall";"Green";5;8;32;100;"Intolerant";-8
"Cynoglossum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Cynoglossum officinale";"Biennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cynoglossum virginianum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cynoglossum virginianum var. virginianum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cynosurus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Cynosurus cristatus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cynosurus echinatus";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Cyperus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Cyperus acuminatus";"Annual, Perennial";"Spring and Summer";"Green";4,9;6,8;24;55;"Intermediate";-38
"Cyperus bipartitus";"Annual";"Spring, Summer, Fall";"Green";4,5;6,5;30;50;"Intolerant";32
"Cyperus compressus";"Annual, Perennial";"Summer and Fall";"Green";5;6,5;30;50;"Intolerant";37
"Cyperus croceus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cyperus dentatus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cyperus diandrus";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Cyperus difformis";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Cyperus echinatus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cyperus erythrorhizos";"Annual, Perennial";"Summer and Fall";"Dark Green";5;6,5;14;50;"Intolerant";37
"Cyperus esculentus";"Perennial";"Summer and Fall";"Green";5;7;14;55;"Intolerant";42
"Cyperus esculentus var. leptostachyus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cyperus esculentus var. sativus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cyperus filicinus";"Annual, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cyperus flavescens";"Annual";"Summer and Fall";"Green";5;7;24;55;"Intolerant";42
"Cyperus flavicomus";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Cyperus fuscus";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Cyperus grayi";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cyperus houghtonii";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cyperus hystricinus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cyperus iria";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Cyperus lancastriensis";"Perennial";"Summer and Fall";"Green";5;7;32;55;"Intolerant";7
"Cyperus lupulinus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cyperus lupulinus ssp. lupulinus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cyperus lupulinus ssp. macilentus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cyperus odoratus";"Annual, Perennial";"Summer and Fall";"Green";5;8,3;18;55;"Intolerant";42
"Cyperus plukenetii";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cyperus polystachyos";"Annual, Perennial";"Spring and Fall";"Green";4,5;6,5;32;55;"Intolerant";47
"Cyperus polystachyos var. texensis";"Annual, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cyperus pseudovegetus";"Perennial";"Spring, Summer, Fall";"Green";4,6;6,8;30;55;"Intolerant";7
"Cyperus refractus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cyperus retrofractus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cyperus retrorsus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cyperus retrorsus var. retrorsus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cyperus rotundus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cyperus squarrosus";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Cyperus strigosus";"Perennial";"Spring";"Green";6,4;7;16;60;"Intolerant";-33
"Cypripedium";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Cypripedium acaule";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cypripedium candidum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cypripedium parviflorum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cypripedium parviflorum var. parviflorum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cypripedium parviflorum var. pubescens";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cypripedium reginae";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cystopteris";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Cystopteris bulbifera";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cystopteris protrusa";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cystopteris tennesseensis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cystopteris tenuis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cytisus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Cytisus scoparius";"Perennial";"Spring and Summer";"Green";5,5;7;30;60;"Intolerant";-13
"Cytisus scoparius var. scoparius";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dactylis";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dactylis glomerata";"Perennial";"Spring and Fall";"Green";5;7,5;32;65;"Tolerant";-33
"Dactylis glomerata ssp. glomerata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dactyloctenium";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dactyloctenium aegyptium";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Dactyloctenium germinatum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dactylorhiza";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dactylorhiza viridis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dalea";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dalea brachystachya";"Annual, Biennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dalea carthagenensis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dalea carthagenensis var. floridana";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dalibarda";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dalibarda repens";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Danthonia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Danthonia compressa";"Perennial";"Spring";"Green";4,8;7;32;55;"Tolerant";-33
"Danthonia sericea";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Danthonia spicata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dasyochloa";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dasyochloa pulchella";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Datura";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Datura inoxia";"Annual, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Datura quercifolia";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Datura stramonium";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Datura wrightii";"Annual, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Daucus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Daucus carota";"Biennial";NA;NA;NA;NA;NA;NA;NA;NA
"Decodon";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Decodon verticillatus";"Perennial";"Summer and Fall";"Green";4,9;8,6;30;60;"Intermediate";-23
"Delphinium";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Delphinium exaltatum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Delphinium tricorne";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dennstaedtia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dennstaedtia punctilobula";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Deparia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Deparia acrostichoides";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Deschampsia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Deschampsia cespitosa";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Deschampsia flexuosa";"Perennial";"Spring and Summer";"Green";4,8;6,8;32;55;"Tolerant";-38
"Deschampsia flexuosa var. flexuosa";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Descurainia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Descurainia pinnata";"Annual, Biennial, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Descurainia pinnata ssp. brachycarpa";"Annual, Biennial";NA;NA;NA;NA;NA;NA;NA;NA
"Descurainia sophia";"Annual, Biennial";NA;NA;NA;NA;NA;NA;NA;NA
"Desmanthus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Desmanthus illinoensis";"Perennial";"Spring and Summer";"Green";5;8;16;24;"Intolerant";-18
"Desmodium";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Desmodium canadense";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Desmodium canescens";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Desmodium ciliare";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Desmodium ciliare var. ciliare";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Desmodium cuspidatum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Desmodium cuspidatum var. cuspidatum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Desmodium fernaldii";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Desmodium glabellum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Desmodium glutinosum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Desmodium humifusum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Desmodium laevigatum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Desmodium lineatum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Desmodium marilandicum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Desmodium nudiflorum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Desmodium nuttallii";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Desmodium obtusum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Desmodium ochroleucum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Desmodium paniculatum";"Perennial";"Spring and Summer";"Green";6;7;45;90;"Intermediate";-13
"Desmodium paniculatum var. paniculatum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Desmodium pauciflorum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Desmodium perplexum";"Perennial";"Summer";"Green";5,6;7;20;60;"Intermediate";-33
"Desmodium rotundifolium";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Desmodium sessilifolium";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Desmodium strictum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Desmodium tenuifolium";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Desmodium viridiflorum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Deutzia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Deutzia gracilis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Deutzia scabra";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dianthus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dianthus armeria";"Annual, Biennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dianthus barbatus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dianthus deltoides";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dianthus plumarius";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Diarrhena";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Diarrhena americana";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Diarrhena obovata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dicentra";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dicentra canadensis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dicentra cucullaria";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dicentra eximia";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium aciculare";"Perennial";"Summer";"Gray-Green";4;6,5;30;60;"Intermediate";2
"Dichanthelium acuminatum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium acuminatum var. acuminatum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium acuminatum var. fasciculatum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium acuminatum var. lindheimeri";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium boreale";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium boscii";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium clandestinum";"Perennial";"Spring and Summer";"Green";4;7,5;32;65;"Intolerant";-33
"Dichanthelium commutatum";"Perennial";"Summer";"Green";4;6,5;30;60;"Intermediate";-28
"Dichanthelium depauperatum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium dichotomum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium dichotomum var. dichotomum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium dichotomum var. ensifolium";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium dichotomum var. tenue";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium latifolium";"Perennial";"Summer";"Green";4;6,5;20;60;"Intermediate";-43
"Dichanthelium laxiflorum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium leucothrix";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium linearifolium";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium longiligulatum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium meridionale";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium oligosanthes";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium oligosanthes var. oligosanthes";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium oligosanthes var. scribnerianum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium ovale";"Perennial";"Spring";"Green";4;6,5;35;50;"Tolerant";-13
"Dichanthelium ovale var. addisonii";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium ovale var. ovale";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium ravenelii";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium sabulorum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium sabulorum var. patulum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium sabulorum var. thinium";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium scabriusculum";"Perennial";"Summer";"Green";4;7;40;65;"Intermediate";-3
"Dichanthelium scoparium";"Perennial";"Summer";"Gray-Green";4,5;7,5;30;55;"Tolerant";-38
"Dichanthelium sphaerocarpon";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium sphaerocarpon var. isophyllum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium sphaerocarpon var. sphaerocarpon";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium spretum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Dichanthelium villosissimum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
